cust_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,RFM_Score_Sum,RFM_Level
269277,3209,1,22595.04,2,1,4,214,7,Loyal
269279,2882,2,40278.355,3,3,4,334,10,Can't Loose Them
269282,3459,2,44882.89,1,3,4,134,8,Champions
269285,2567,1,9020.115,4,1,2,412,7,Loyal
269291,3517,1,13276.574999999999,1,1,3,113,5,Promising
269292,2999,1,3027.7,3,1,1,311,5,Promising
269293,2874,2,42052.985,3,3,4,334,10,Can't Loose Them
269296,3085,2,41430.87,2,3,4,234,9,Can't Loose Them
269297,3233,2,1171.3,2,3,1,231,6,Potential
269299,2507,2,16914.235,4,3,3,433,10,Can't Loose Them
269300,2446,1,11198.07,4,1,3,413,8,Champions
269301,2907,1,20055.75,3,1,3,313,7,Loyal
269304,2660,3,31951.074999999997,4,4,4,444,12,Can't Loose Them
269307,3624,1,27044.875,1,1,4,114,6,Potential
269311,2815,1,4584.6449999999995,4,1,2,412,7,Loyal
269316,3552,1,3323.84,1,1,1,111,3,Require Activation
269318,3149,2,6899.62,2,3,2,232,7,Loyal
269320,3543,1,24420.5,1,1,4,114,6,Potential
269325,3626,1,9613.5,1,1,2,112,4,Needs Attention
269327,2871,3,33481.5,3,4,4,344,11,Can't Loose Them
269329,3657,2,11823.5,1,3,3,133,7,Loyal
269330,3534,1,2674.1,1,1,1,111,3,Require Activation
269331,2808,1,21993.92,4,1,3,413,8,Champions
269332,3287,1,6215.625,2,1,2,212,5,Promising
269336,2903,1,25276.875,3,1,4,314,8,Champions
269338,3121,1,24239.28,2,1,4,214,7,Loyal
269345,3489,2,4655.365,1,3,2,132,6,Potential
269348,2850,1,12142.845,3,1,3,313,7,Loyal
269350,3064,1,11580.4,2,1,3,213,6,Potential
269354,3393,2,31468.190000000002,1,3,4,134,8,Champions
269357,3156,2,2236.52,2,3,1,231,6,Potential
269361,2666,1,1794.52,4,1,1,411,6,Potential
269362,2771,2,27038.245,4,3,4,434,11,Can't Loose Them
269363,3336,1,3111.68,1,1,1,111,3,Require Activation
269365,2821,2,13429.065,3,3,3,333,9,Can't Loose Them
269367,3030,3,32631.755,3,4,4,344,11,Can't Loose Them
269368,3260,1,9338.355,2,1,2,212,5,Promising
269370,2880,1,2510.56,3,1,1,311,5,Promising
269376,2632,1,6891.885,4,1,2,412,7,Loyal
269386,3138,1,4306.1849999999995,2,1,2,212,5,Promising
269388,2730,4,57980.454999999994,4,4,4,444,12,Can't Loose Them
269392,2629,3,24633.765,4,4,4,444,12,Can't Loose Them
269393,3236,1,4862.0,2,1,2,212,5,Promising
269394,3183,2,42742.505000000005,2,3,4,234,9,Can't Loose Them
269395,3207,1,1215.5,2,1,1,211,4,Needs Attention
269400,2785,1,6823.375,4,1,2,412,7,Loyal
269403,3592,1,18899.92,1,1,3,113,5,Promising
269407,2694,1,865.2149999999999,4,1,1,411,6,Potential
269408,3674,1,5599.035,1,1,2,112,4,Needs Attention
269413,3609,1,6400.16,1,1,2,112,4,Needs Attention
269420,2868,1,785.655,3,1,1,311,5,Promising
269424,2694,1,5181.345,4,1,2,412,7,Loyal
269426,3246,1,7876.4400000000005,2,1,2,212,5,Promising
269430,3272,1,110.5,2,1,1,211,4,Needs Attention
269433,2863,2,9317.36,3,3,2,332,8,Champions
269439,2773,1,551.395,4,1,1,411,6,Potential
269441,3337,1,17735.25,1,1,3,113,5,Promising
269442,2876,1,23868.0,3,1,4,314,8,Champions
269449,2880,2,25640.42,3,3,4,334,10,Can't Loose Them
269451,3239,1,29282.5,2,1,4,214,7,Loyal
269453,3140,1,11029.005000000001,2,1,3,213,6,Potential
269455,2848,2,6868.68,3,3,2,332,8,Champions
269457,2800,1,9706.32,4,1,2,412,7,Loyal
269460,2907,1,13012.48,3,1,3,313,7,Loyal
269463,3143,2,2737.085,2,3,1,231,6,Potential
269466,2906,2,7424.495,3,3,2,332,8,Champions
269471,2778,3,17494.36,4,4,3,443,11,Can't Loose Them
269473,2958,1,1560.26,3,1,1,311,5,Promising
269476,3532,1,8960.445,1,1,2,112,4,Needs Attention
269479,3186,2,9696.375000000002,2,3,2,232,7,Loyal
269480,3203,2,46022.145000000004,2,3,4,234,9,Can't Loose Them
269484,2753,2,37873.875,4,3,4,434,11,Can't Loose Them
269485,2877,2,5582.46,3,3,2,332,8,Champions
269491,2785,2,1021.02,4,3,1,431,8,Champions
269497,2720,3,13116.349999999999,4,4,3,443,11,Can't Loose Them
269498,2956,2,7397.975,3,3,2,332,8,Champions
269499,3135,1,12210.25,2,1,3,213,6,Potential
269500,2697,2,1893.97,4,3,1,431,8,Champions
269501,2922,1,23549.76,3,1,4,314,8,Champions
269503,3243,2,34846.175,2,3,4,234,9,Can't Loose Them
269506,3093,1,2572.44,2,1,1,211,4,Needs Attention
269508,3336,2,36760.035,1,3,4,134,8,Champions
269513,2872,1,5459.805,3,1,2,312,6,Potential
269514,3278,2,41577.835,2,3,4,234,9,Can't Loose Them
269518,2659,2,6329.4400000000005,4,3,2,432,9,Can't Loose Them
269519,2843,1,4207.84,3,1,2,312,6,Potential
269521,2778,2,28363.14,4,3,4,434,11,Can't Loose Them
269524,2631,3,56077.645000000004,4,4,4,444,12,Can't Loose Them
269526,3605,1,2758.08,1,1,1,111,3,Require Activation
269527,2506,1,760.24,4,1,1,411,6,Potential
269528,3202,2,9538.36,2,3,2,232,7,Loyal
269529,2896,3,40756.82,3,4,4,344,11,Can't Loose Them
269531,3624,1,10293.075,1,1,2,112,4,Needs Attention
269532,2788,1,25052.56,4,1,4,414,9,Can't Loose Them
269533,3508,1,13913.055,1,1,3,113,5,Promising
269535,3728,1,4269.72,1,1,2,112,4,Needs Attention
269536,2971,1,12272.130000000001,3,1,3,313,7,Loyal
269537,2598,2,54967.12,4,3,4,434,11,Can't Loose Them
269541,2666,2,33743.385,4,3,4,434,11,Can't Loose Them
269544,3653,2,13489.84,1,3,3,133,7,Loyal
269545,3633,1,114.92,1,1,1,111,3,Require Activation
269546,3214,1,5877.495,2,1,2,212,5,Promising
269547,3034,2,13957.255000000001,3,3,3,333,9,Can't Loose Them
269551,3598,1,13507.52,1,1,3,113,5,Promising
269555,2669,3,30106.829999999998,4,4,4,444,12,Can't Loose Them
269559,2822,1,8539.44,3,1,2,312,6,Potential
269561,3656,1,6170.32,1,1,2,112,4,Needs Attention
269563,2755,2,7368.14,4,3,2,432,9,Can't Loose Them
269565,2816,4,71314.49,4,4,4,444,12,Can't Loose Them
269568,3454,2,25858.105,1,3,4,134,8,Champions
269570,3663,1,41106.0,1,1,4,114,6,Potential
269572,3291,1,9759.36,2,1,2,212,5,Promising
269573,2777,3,30109.04,4,4,4,444,12,Can't Loose Them
269574,2874,4,27570.855000000003,3,4,4,344,11,Can't Loose Them
269582,3205,1,10124.01,2,1,2,212,5,Promising
269585,3691,1,6227.78,1,1,2,112,4,Needs Attention
269586,2755,2,19411.535,4,3,3,433,10,Can't Loose Them
269588,3562,1,425.425,1,1,1,111,3,Require Activation
269591,2867,1,468.52,3,1,1,311,5,Promising
269596,2898,1,1312.74,3,1,1,311,5,Promising
269597,3300,1,511.615,2,1,1,211,4,Needs Attention
269600,3684,1,5463.12,1,1,2,112,4,Needs Attention
269601,3632,1,2514.98,1,1,1,111,3,Require Activation
269602,3324,1,13246.74,2,1,3,213,6,Potential
269603,3392,2,12936.235,1,3,3,133,7,Loyal
269606,3124,1,7508.474999999999,2,1,2,212,5,Promising
269607,3024,1,22630.4,3,1,4,314,8,Champions
269611,2781,1,19783.92,4,1,3,413,8,Champions
269612,2638,1,1321.58,4,1,1,411,6,Potential
269613,3563,1,9016.8,1,1,2,112,4,Needs Attention
269618,3575,1,10219.04,1,1,2,112,4,Needs Attention
269621,3234,1,1173.51,2,1,1,211,4,Needs Attention
269624,3301,1,1005.55,2,1,1,211,4,Needs Attention
269625,2789,1,1278.485,4,1,1,411,6,Potential
269629,3421,1,7637.76,1,1,2,112,4,Needs Attention
269630,3322,1,19182.8,2,1,3,213,6,Potential
269633,2786,1,257.465,4,1,1,411,6,Potential
269634,2757,1,486.2,4,1,1,411,6,Potential
269635,3261,1,21251.36,2,1,3,213,6,Potential
269637,3304,2,12848.939999999999,2,3,3,233,8,Champions
269639,2730,3,22396.14,4,4,4,444,12,Can't Loose Them
269640,3185,1,12958.335,2,1,3,213,6,Potential
269645,3490,1,12652.25,1,1,3,113,5,Promising
269646,3490,1,89.505,1,1,1,111,3,Require Activation
269647,3611,2,4240.99,1,3,2,132,6,Potential
269650,2757,4,58019.130000000005,4,4,4,444,12,Can't Loose Them
269652,2844,2,50249.875,3,3,4,334,10,Can't Loose Them
269655,2694,1,904.995,4,1,1,411,6,Potential
269658,2813,1,7876.4400000000005,4,1,2,412,7,Loyal
269659,2721,1,1080.69,4,1,1,411,6,Potential
269661,2905,1,759.135,3,1,1,311,5,Promising
269664,2415,3,8033.35,4,4,2,442,10,Can't Loose Them
269665,3336,1,319.345,1,1,1,111,3,Require Activation
269669,3390,1,38951.25,1,1,4,114,6,Potential
269673,2880,1,2099.5,3,1,1,311,5,Promising
269674,3482,3,71996.275,1,4,4,144,9,Can't Loose Them
269675,3228,1,11456.64,2,1,3,213,6,Potential
269679,2660,1,6621.16,4,1,2,412,7,Loyal
269680,2845,1,14002.56,3,1,3,313,7,Loyal
269681,2929,1,38675.0,3,1,4,314,8,Champions
269683,2969,2,58676.604999999996,3,3,4,334,10,Can't Loose Them
269685,3574,1,1308.32,1,1,1,111,3,Require Activation
269688,2926,1,38868.375,3,1,4,314,8,Champions
269691,2720,1,24522.16,4,1,4,414,9,Can't Loose Them
269694,3003,1,10859.94,3,1,3,313,7,Loyal
269695,3318,1,10143.900000000001,2,1,2,212,5,Promising
269697,2662,5,44175.689999999995,4,4,4,444,12,Can't Loose Them
269702,2693,2,5191.29,4,3,2,432,9,Can't Loose Them
269703,3147,2,33335.64,2,3,4,234,9,Can't Loose Them
269709,2814,1,38757.875,4,1,4,414,9,Can't Loose Them
269715,2956,1,172.38,3,1,1,311,5,Promising
269716,2698,5,19157.385,4,4,3,443,11,Can't Loose Them
269717,3491,1,10869.885,1,1,3,113,5,Promising
269721,3232,1,661.895,2,1,1,211,4,Needs Attention
269726,2840,1,1034.28,3,1,1,311,5,Promising
269728,3593,1,13950.625,1,1,3,113,5,Promising
269729,3142,2,17031.364999999998,2,3,3,233,8,Champions
269730,3452,1,12381.525000000001,1,1,3,113,5,Promising
269732,3033,1,32818.5,3,1,4,314,8,Champions
269736,2847,5,40547.975,3,4,4,344,11,Can't Loose Them
269739,2777,3,20694.440000000002,4,4,3,443,11,Can't Loose Them
269741,2476,1,544.765,4,1,1,411,6,Potential
269747,2898,3,13014.689999999999,3,4,3,343,10,Can't Loose Them
269754,2904,1,3898.44,3,1,2,312,6,Potential
269757,2809,2,24613.875,4,3,4,434,11,Can't Loose Them
269764,3232,1,10521.81,2,1,3,213,6,Potential
269766,2894,2,39532.48,3,3,4,334,10,Can't Loose Them
269768,2666,1,22064.64,4,1,3,413,8,Champions
269773,3323,1,22966.32,2,1,4,214,7,Loyal
269774,3292,1,25671.36,2,1,4,214,7,Loyal
269776,2414,1,677.365,4,1,1,411,6,Potential
269780,2630,1,6152.64,4,1,2,412,7,Loyal
269788,2659,4,29530.020000000004,4,4,4,444,12,Can't Loose Them
269789,2999,3,15497.625,3,4,3,343,10,Can't Loose Them
269793,3396,1,15083.25,1,1,3,113,5,Promising
269794,2788,2,15699.84,4,3,3,433,10,Can't Loose Them
269798,2777,3,29134.43,4,4,4,444,12,Can't Loose Them
269800,3670,1,790.075,1,1,1,111,3,Require Activation
269805,2863,1,6059.82,3,1,2,312,6,Potential
269808,3319,1,3431.0249999999996,2,1,1,211,4,Needs Attention
269812,3452,1,12900.875,1,1,3,113,5,Promising
269818,3509,1,185.64,1,1,1,111,3,Require Activation
269820,2631,2,16307.59,4,3,3,433,10,Can't Loose Them
269821,2962,2,5118.360000000001,3,3,2,332,8,Champions
269830,2724,2,32922.37,4,3,4,434,11,Can't Loose Them
269831,3171,1,4614.48,2,1,2,212,5,Promising
269832,3030,2,29101.28,3,3,4,334,10,Can't Loose Them
269837,3669,1,522.665,1,1,1,111,3,Require Activation
269839,2966,1,35304.75,3,1,4,314,8,Champions
269842,2788,2,2437.63,4,3,1,431,8,Champions
269844,2940,1,1317.16,3,1,1,311,5,Promising
269845,3628,1,8315.125,1,1,2,112,4,Needs Attention
269847,2775,1,8582.535,4,1,2,412,7,Loyal
269848,2965,4,6325.0199999999995,3,4,2,342,9,Can't Loose Them
269849,2725,4,62465.65,4,4,4,444,12,Can't Loose Them
269857,2754,1,2754.765,4,1,1,411,6,Potential
269859,2757,3,11100.830000000002,4,4,3,443,11,Can't Loose Them
269860,2727,1,316.03,4,1,1,411,6,Potential
269861,3154,1,11630.125,2,1,3,213,6,Potential
269862,3364,1,777.92,1,1,1,111,3,Require Activation
269864,2942,2,12749.49,3,3,3,333,9,Can't Loose Them
269866,2659,1,37017.5,4,1,4,414,9,Can't Loose Them
269867,3601,1,1409.98,1,1,1,111,3,Require Activation
269869,2696,1,8423.414999999999,4,1,2,412,7,Loyal
269870,3395,1,689.52,1,1,1,111,3,Require Activation
269875,2867,1,2227.68,3,1,1,311,5,Promising
269877,2803,1,17025.84,4,1,3,413,8,Champions
269879,2771,1,8563.75,4,1,2,412,7,Loyal
269881,3090,1,486.2,2,1,1,211,4,Needs Attention
269883,2934,2,7453.225,3,3,2,332,8,Champions
269884,3003,2,29790.8,3,3,4,334,10,Can't Loose Them
269888,3122,1,1456.39,2,1,1,211,4,Needs Attention
269890,2635,2,50602.369999999995,4,3,4,434,11,Can't Loose Them
269891,3061,2,8832.265000000001,3,3,2,332,8,Champions
269894,2446,1,10621.26,4,1,3,413,8,Champions
269897,2812,1,472.94,4,1,1,411,6,Potential
269901,3245,1,1821.04,2,1,1,211,4,Needs Attention
269903,3624,1,3978.0,1,1,2,112,4,Needs Attention
269904,2894,1,8284.185,3,1,2,312,6,Potential
269905,2691,1,244.205,4,1,1,411,6,Potential
269906,3173,1,3407.82,2,1,1,211,4,Needs Attention
269910,2927,1,11120.72,3,1,3,313,7,Loyal
269911,3119,1,632.06,2,1,1,211,4,Needs Attention
269913,2935,2,8801.325,3,3,2,332,8,Champions
269914,2845,1,8946.08,3,1,2,312,6,Potential
269919,3657,1,545.87,1,1,1,111,3,Require Activation
269921,3123,2,1909.44,2,3,1,231,6,Potential
269922,2861,1,19779.5,3,1,3,313,7,Loyal
269925,2752,2,41603.25,4,3,4,434,11,Can't Loose Them
269926,2868,2,29941.08,3,3,4,334,10,Can't Loose Them
269927,3149,1,9582.56,2,1,2,212,5,Promising
269929,2866,1,33757.75,3,1,4,314,8,Champions
269932,2567,2,26105.625,4,3,4,434,11,Can't Loose Them
269933,3027,4,49306.205,3,4,4,344,11,Can't Loose Them
269935,2507,2,14440.14,4,3,3,433,10,Can't Loose Them
269939,3702,1,1272.96,1,1,1,111,3,Require Activation
269940,3141,1,26630.5,2,1,4,214,7,Loyal
269941,3501,1,14586.0,1,1,3,113,5,Promising
269948,2696,1,805.545,4,1,1,411,6,Potential
269950,2901,1,1123.785,3,1,1,311,5,Promising
269952,3421,1,141.44,1,1,1,111,3,Require Activation
269956,3141,1,10497.5,2,1,3,213,6,Potential
269957,3217,1,5675.28,2,1,2,212,5,Promising
269958,2720,1,20166.25,4,1,3,413,8,Champions
269959,2861,2,6633.3150000000005,3,3,2,332,8,Champions
269960,2818,1,1140.36,4,1,1,411,6,Potential
269962,2998,3,35785.425,3,4,4,344,11,Can't Loose Them
269963,3170,2,11210.225,2,3,3,233,8,Champions
269966,3392,1,1224.34,1,1,1,111,3,Require Activation
269967,2668,1,4057.56,4,1,2,412,7,Loyal
269971,2836,2,2974.6600000000003,3,3,1,331,7,Loyal
269979,3271,2,24305.58,2,3,4,234,9,Can't Loose Them
269980,2720,4,78414.11499999999,4,4,4,444,12,Can't Loose Them
269983,3703,1,6906.25,1,1,2,112,4,Needs Attention
269987,2725,2,3372.46,4,3,1,431,8,Champions
269988,2876,2,20600.515,3,3,3,333,9,Can't Loose Them
269991,2939,3,68241.485,3,4,4,344,11,Can't Loose Them
269997,2722,1,1007.76,4,1,1,411,6,Potential
269999,2912,2,36493.73,3,3,4,334,10,Can't Loose Them
270000,3570,1,688.415,1,1,1,111,3,Require Activation
270002,2817,1,2236.52,4,1,1,411,6,Potential
270004,2842,1,4366.96,3,1,2,312,6,Potential
270005,2996,2,34717.995,3,3,4,334,10,Can't Loose Them
270008,3306,1,1108.315,2,1,1,211,4,Needs Attention
270009,3670,1,28205.125,1,1,4,114,6,Potential
270018,2414,1,1269.645,4,1,1,411,6,Potential
270020,2634,2,12753.91,4,3,3,433,10,Can't Loose Them
270022,3730,1,748.085,1,1,1,111,3,Require Activation
270026,3028,1,6891.885,3,1,2,312,6,Potential
270029,3568,1,28398.5,1,1,4,114,6,Potential
270030,2843,3,7458.750000000001,3,4,2,342,9,Can't Loose Them
270031,3536,3,14063.335,1,4,3,143,8,Champions
270033,3142,2,29959.864999999998,2,3,4,234,9,Can't Loose Them
270036,2631,2,30847.18,4,3,4,434,11,Can't Loose Them
270037,2844,2,18558.475000000002,3,3,3,333,9,Can't Loose Them
270039,2939,2,11749.465,3,3,3,333,9,Can't Loose Them
270042,2445,1,38481.625,4,1,4,414,9,Can't Loose Them
270044,2772,1,3858.66,4,1,2,412,7,Loyal
270047,3155,2,18705.440000000002,2,3,3,233,8,Champions
270049,2786,4,46324.91499999999,4,4,4,444,12,Can't Loose Them
270051,3297,1,14002.560000000001,2,1,3,213,6,Potential
270053,2837,1,9264.32,3,1,2,312,6,Potential
270055,2850,1,2598.96,3,1,1,311,5,Promising
270059,3698,1,1405.56,1,1,1,111,3,Require Activation
270060,3062,1,5250.96,3,1,2,312,6,Potential
270061,2962,1,5339.36,3,1,2,312,6,Potential
270069,2819,1,8522.865,4,1,2,412,7,Loyal
270072,3424,2,7549.36,1,3,2,132,6,Potential
270074,2954,1,14330.744999999999,3,1,3,313,7,Loyal
270076,2757,3,69208.36,4,4,4,444,12,Can't Loose Them
270080,3210,2,2721.615,2,3,1,231,6,Potential
270081,3605,1,14698.71,1,1,3,113,5,Promising
270086,2811,4,45754.73500000001,4,4,4,444,12,Can't Loose Them
270087,2568,1,41409.875,4,1,4,414,9,Can't Loose Them
270088,3700,1,1944.8,1,1,1,111,3,Require Activation
270090,3654,1,20243.6,1,1,3,113,5,Promising
270092,2883,1,1127.1,3,1,1,311,5,Promising
270093,3172,1,2727.14,2,1,1,211,4,Needs Attention
270095,3575,1,3080.74,1,1,1,111,3,Require Activation
270096,3546,1,5141.5650000000005,1,1,2,112,4,Needs Attention
270098,2927,2,1906.125,3,3,1,331,7,Loyal
270100,2755,1,3708.38,4,1,2,412,7,Loyal
270103,3209,1,1057.485,2,1,1,211,4,Needs Attention
270106,2631,1,28951.0,4,1,4,414,9,Can't Loose Them
270108,3521,1,8362.64,1,1,2,112,4,Needs Attention
270110,2820,2,11652.225,4,3,3,433,10,Can't Loose Them
270111,2802,1,20261.28,4,1,3,413,8,Champions
270119,2720,2,4790.174999999999,4,3,2,432,9,Can't Loose Them
270120,3156,1,28315.625,2,1,4,214,7,Loyal
270121,3515,1,567.97,1,1,1,111,3,Require Activation
270123,3364,1,1038.7,1,1,1,111,3,Require Activation
270126,3424,1,1605.565,1,1,1,111,3,Require Activation
270131,2724,4,52869.83,4,4,4,444,12,Can't Loose Them
270132,2669,1,2218.84,4,1,1,411,6,Potential
270139,3522,1,1299.48,1,1,1,111,3,Require Activation
270140,2789,3,61799.335,4,4,4,444,12,Can't Loose Them
270141,2785,2,18046.86,4,3,3,433,10,Can't Loose Them
270142,2788,3,46051.979999999996,4,4,4,444,12,Can't Loose Them
270143,2897,1,22276.8,3,1,3,313,7,Loyal
270144,2867,1,5405.66,3,1,2,312,6,Potential
270145,3572,1,29917.875,1,1,4,114,6,Potential
270146,3063,2,26321.1,2,3,4,234,9,Can't Loose Them
270147,3461,1,14072.175000000001,1,1,3,113,5,Promising
270150,3155,2,17370.6,2,3,3,233,8,Champions
270151,2800,2,2026.57,4,3,1,431,8,Champions
270152,3699,1,25718.875,1,1,4,114,6,Potential
270156,2665,4,44127.07,4,4,4,444,12,Can't Loose Them
270162,3185,1,23812.75,2,1,4,214,7,Loyal
270164,2913,3,25546.495000000003,3,4,4,344,11,Can't Loose Them
270165,3400,2,36800.92,1,3,4,134,8,Champions
270168,2809,2,8533.914999999999,4,3,2,432,9,Can't Loose Them
270170,3234,1,12747.28,2,1,3,213,6,Potential
270172,2961,2,17799.34,3,3,3,333,9,Can't Loose Them
270176,2819,1,19218.16,4,1,3,413,8,Champions
270178,3261,1,33619.625,2,1,4,214,7,Loyal
270181,2415,2,33278.18,4,3,4,434,11,Can't Loose Them
270182,3185,1,17983.875,2,1,3,213,6,Potential
270184,3210,2,6653.205,2,3,2,232,7,Loyal
270188,3294,1,12659.985,2,1,3,213,6,Potential
270196,3515,1,36989.875,1,1,4,114,6,Potential
270202,3153,1,14868.88,2,1,3,213,6,Potential
270203,2930,2,4284.085,3,3,2,332,8,Champions
270206,2874,1,5644.34,3,1,2,312,6,Potential
270207,3633,1,11665.485,1,1,3,113,5,Promising
270208,3611,2,9509.63,1,3,2,132,6,Potential
270213,3359,1,964.665,1,1,1,111,3,Require Activation
270221,2781,1,13883.22,4,1,3,413,8,Champions
270225,3094,2,7522.84,2,3,2,232,7,Loyal
270226,3669,1,12252.24,1,1,3,113,5,Promising
270229,3363,1,1560.26,1,1,1,111,3,Require Activation
270233,3212,1,14002.560000000001,2,1,3,213,6,Potential
270234,2993,3,2100.605,3,4,1,341,8,Champions
270239,2790,2,5149.3,4,3,2,432,9,Can't Loose Them
270240,2414,2,18148.52,4,3,3,433,10,Can't Loose Them
270241,2850,1,6643.26,3,1,2,312,6,Potential
270242,3601,2,10472.085000000001,1,3,3,133,7,Loyal
270245,2924,1,3729.375,3,1,2,312,6,Potential
270246,3248,2,25792.91,2,3,4,234,9,Can't Loose Them
270249,2813,1,13729.625,4,1,3,413,8,Champions
270251,3488,1,8536.125,1,1,2,112,4,Needs Attention
270252,2567,2,7944.95,4,3,2,432,9,Can't Loose Them
270254,3154,1,13316.355,2,1,3,213,6,Potential
270256,2770,2,32901.375,4,3,4,434,11,Can't Loose Them
270258,2840,1,3421.08,3,1,1,311,5,Promising
270259,3263,1,5317.26,2,1,2,212,5,Promising
270261,3318,1,19112.08,2,1,3,213,6,Potential
270262,2806,2,4857.58,4,3,2,432,9,Can't Loose Them
270263,2721,1,29172.0,4,1,4,414,9,Can't Loose Them
270264,3187,1,884.0,2,1,1,211,4,Needs Attention
270268,2757,2,3792.3599999999997,4,3,2,432,9,Can't Loose Them
270270,3693,1,12429.04,1,1,3,113,5,Promising
270272,2874,1,8895.25,3,1,2,312,6,Potential
270281,3641,1,9398.025000000001,1,1,2,112,4,Needs Attention
270282,2904,1,34586.5,3,1,4,314,8,Champions
270285,3452,1,16177.2,1,1,3,113,5,Promising
270286,2697,1,11725.155,4,1,3,413,8,Champions
270290,3172,2,14466.66,2,3,3,233,8,Champions
270292,3300,1,215.475,2,1,1,211,4,Needs Attention
270293,2753,2,19223.684999999998,4,3,3,433,10,Can't Loose Them
270294,3577,1,5891.86,1,1,2,112,4,Needs Attention
270295,3302,1,6501.82,2,1,2,212,5,Promising
270297,3512,2,5317.26,1,3,2,132,6,Potential
270298,2913,3,36836.280000000006,3,4,4,344,11,Can't Loose Them
270302,3455,1,19660.16,1,1,3,113,5,Promising
270311,3502,1,8591.375,1,1,2,112,4,Needs Attention
270313,2668,3,41807.674999999996,4,4,4,444,12,Can't Loose Them
270316,3177,2,6322.81,2,3,2,232,7,Loyal
270319,3538,1,812.175,1,1,1,111,3,Require Activation
270320,2568,1,4075.24,4,1,2,412,7,Loyal
270322,2599,1,644.215,4,1,1,411,6,Potential
270324,2909,1,791.18,3,1,1,311,5,Promising
270325,3184,3,41008.76,2,4,4,244,10,Can't Loose Them
270326,3536,1,5975.84,1,1,2,112,4,Needs Attention
270330,2770,3,14840.15,4,4,3,443,11,Can't Loose Them
270331,2772,1,1244.23,4,1,1,411,6,Potential
270333,3271,1,2287.3500000000004,2,1,1,211,4,Needs Attention
270335,2995,1,34255.0,3,1,4,314,8,Champions
270338,3517,1,3342.625,1,1,1,111,3,Require Activation
270344,2698,1,320.45,4,1,1,411,6,Potential
270347,2865,2,9718.475,3,3,2,332,8,Champions
270353,2835,1,39034.125,3,1,4,314,8,Champions
270356,3368,1,32100.25,1,1,4,114,6,Potential
270357,2782,1,15856.75,4,1,3,413,8,Champions
270360,2801,3,19282.25,4,4,3,443,11,Can't Loose Them
270361,3179,1,842.01,2,1,1,211,4,Needs Attention
270363,3288,1,13453.375,2,1,3,213,6,Potential
270367,3535,1,5162.56,1,1,2,112,4,Needs Attention
270368,3176,1,6146.01,2,1,2,212,5,Promising
270372,2832,1,1555.84,3,1,1,311,5,Promising
270374,3540,1,26078.0,1,1,4,114,6,Potential
270375,2414,3,22296.690000000002,4,4,3,443,11,Can't Loose Them
270376,3086,2,43597.775,2,3,4,234,9,Can't Loose Them
270382,3486,1,8221.2,1,1,2,112,4,Needs Attention
270384,3694,1,4684.095,1,1,2,112,4,Needs Attention
270386,3024,1,2416.6349999999998,3,1,1,311,5,Promising
270388,3457,1,3712.8,1,1,2,112,4,Needs Attention
270391,2962,2,504.985,3,3,1,331,7,Loyal
270396,2664,1,535.925,4,1,1,411,6,Potential
270397,3550,1,3169.14,1,1,1,111,3,Require Activation
270398,3393,1,1236.495,1,1,1,111,3,Require Activation
270399,2810,1,22064.64,4,1,3,413,8,Champions
270400,2568,2,2016.625,4,3,1,431,8,Champions
270401,3507,2,23013.835,1,3,4,134,8,Champions
270402,2800,2,23153.065,4,3,4,434,11,Can't Loose Them
270404,3482,2,44371.275,1,3,4,134,8,Champions
270406,3457,1,2923.83,1,1,1,111,3,Require Activation
270407,2538,1,2210.0,4,1,1,411,6,Potential
270410,2960,1,14241.24,3,1,3,313,7,Loyal
270413,3123,1,286.195,2,1,1,211,4,Needs Attention
270416,2904,1,4823.325000000001,3,1,2,312,6,Potential
270418,2667,2,6784.700000000001,4,3,2,432,9,Can't Loose Them
270419,3574,2,14395.94,1,3,3,133,7,Loyal
270424,3302,1,795.6,2,1,1,211,4,Needs Attention
270425,3693,1,6373.64,1,1,2,112,4,Needs Attention
270427,2477,2,19741.93,4,3,3,433,10,Can't Loose Them
270428,3091,1,1632.085,2,1,1,211,4,Needs Attention
270432,3423,1,318.24,1,1,1,111,3,Require Activation
270433,2924,2,10248.875,3,3,2,332,8,Champions
270437,2755,2,8464.3,4,3,2,432,9,Can't Loose Them
270438,3207,1,18493.28,2,1,3,213,6,Potential
270441,2770,1,3600.09,4,1,2,412,7,Loyal
270443,3422,1,7995.780000000001,1,1,2,112,4,Needs Attention
270447,2599,3,52435.565,4,4,4,444,12,Can't Loose Them
270448,3196,2,2995.6549999999997,2,3,1,231,6,Potential
270450,2695,1,3695.12,4,1,2,412,7,Loyal
270451,3095,1,2837.64,2,1,1,211,4,Needs Attention
270453,3338,2,30157.66,1,3,4,134,8,Champions
270455,2926,2,20213.765,3,3,3,333,9,Can't Loose Them
270457,2822,2,6179.16,3,3,2,332,8,Champions
270460,2814,1,609.96,4,1,1,411,6,Potential
270461,2879,2,22892.285,3,3,4,334,10,Can't Loose Them
270462,3136,2,5447.65,2,3,2,232,7,Loyal
270463,3334,2,5484.115,1,3,2,132,6,Potential
270465,3176,1,807.755,2,1,1,211,4,Needs Attention
270466,2930,2,24785.15,3,3,4,334,10,Can't Loose Them
270469,2958,2,18655.715,3,3,3,333,9,Can't Loose Them
